"name";"color";"tone";"first_photo"
"ФТР-1-15";"бежевый";"";"https://star-tex.ru/media/items/8048066_Image.jpg"
"ФТР-1-16";"белый";"";"https://star-tex.ru/media/items/5206681_Image.jpg"
"ФТР-1-17";"серый";"темно-серый";"https://star-tex.ru/media/items/7291799_Image.jpg"
"ФТР-1-18";"коричневый";"";"https://star-tex.ru/media/items/7291775_Image.jpg"
"ФТР-1-19";"красный";"";"https://star-tex.ru/media/items/5630970_Image.jpg"
"ФТР-1-2";"молочный";"";"https://star-tex.ru/media/items/5201398_Image.jpg"
"ФТР-1-20";"синий";"";"https://star-tex.ru/media/items/5201406_Image.jpg"
"ФТР-1-21";"фуксия";"";"https://star-tex.ru/media/items/12484332_Image.jpg"
"ФТР-1-22";"розовый";"";"https://star-tex.ru/media/items/5630963_Image.jpg"
"ФТР-1-23";"сиреневый";"";"https://star-tex.ru/media/items/5630977_Image.jpg"
"ФТР-1-24";"черный";"";"https://star-tex.ru/media/items/5201402_Image.JPG"
"ФТР-1-25";"желтый";"желток";"https://star-tex.ru/media/items/10289200_Image.jpg"
"ФТР-1-26";"оранжевый";"";"https://star-tex.ru/media/items/5201382_Image.jpg"
"ФТР-1-27";"кислотный";"кислотно-коралловый";"https://star-tex.ru/media/items/7291767_Image.jpg"
"ФТР-1-28";"зеленый";"салатовый";"https://star-tex.ru/media/items/5201386_Image.jpg"
"ФТР-1-29";"бирюзовый";"";"https://star-tex.ru/media/items/5206685_Image.jpg"
"ФТР-1-3";"";"изумрудно-зеленый";"https://star-tex.ru/media/items/9302994_Image.jpg"
"ФТР-1-30";"фиолетовый";"";"https://star-tex.ru/media/items/5201394_Image.jpg"
"ФТР-1-31";"зеленый";"изумрудный";"https://star-tex.ru/media/items/5201390_Image.jpg"
"ФТР-1-32";"бежевый";"";"https://star-tex.ru/media/items/10289211_Image.jpg"
"ФТР-1-33";"розовый";"сиренево-розовый";"https://star-tex.ru/media/items/11115581_Image.jpg"
"ФТР-1-34";"розовый";"светло-розовый";"https://star-tex.ru/media/items/12417019_Image.jpg"
"ФТР-1-4";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/12417105_Image.jpg"
"ФТР-1-5";"желтый";"горчично-желтый";"https://star-tex.ru/media/items/7291783_Image.jpg"
"ФТР-1-6";"";"нежно-голубой";"https://star-tex.ru/media/items/11115610_Image.jpg"
"ФТР-1-7";"кислотный";"кислотный зеленый";"https://star-tex.ru/media/items/7291791_Image.jpg"
"ФТР-1-8";"зеленый";"нефритовый";"https://star-tex.ru/media/items/10289189_Image.jpg"
"ФТР-1-9";"оранжевый";"кислотно-оранжевый";"https://star-tex.ru/media/items/12478218_Image.jpg"
"ФТР-2-1";"синий";"электрик";"https://star-tex.ru/media/items/17406353_Image.jpg"
"ФТР-2-10";"оранжевый";"";"https://star-tex.ru/media/items/17406409_Image.jpg"
"ФТР-2-11";"серый";"";"https://star-tex.ru/media/items/12723621_Image.jpg"
"ФТР-2-12";"желтый";"";"https://star-tex.ru/media/items/12723647_Image.jpg"
"ФТР-2-13";"серый";"серо-бежевый";"https://star-tex.ru/media/items/17406395_Image.jpg"
"ФТР-2-14";"фуксия";"";"https://star-tex.ru/media/items/12723660_Image.jpg"
"ФТР-2-15";"коричневый";"";"https://star-tex.ru/media/items/12723727_Image.jpg"
"ФТР-2-16";"синий";"темно-синий";"https://star-tex.ru/media/items/12723634_Image.jpg"
"ФТР-2-17";"голубой";"";"https://star-tex.ru/media/items/12723673_Image.jpg"
"ФТР-2-18";"молочный";"";"https://star-tex.ru/media/items/12723686_Image.jpg"
"ФТР-2-19";"зеленый";"салатовый";"https://star-tex.ru/media/items/12723608_Image.jpg"
"ФТР-2-2";"желтый";"ярко-желтый";"https://star-tex.ru/media/items/17406423_Image.jpg"
"ФТР-2-20";"зеленый";"мятный";"https://star-tex.ru/media/items/17406367_Image.jpg"
"ФТР-2-21";"зеленый";"светло-зеленый";"https://star-tex.ru/media/items/12723766_Image.jpg"
"ФТР-2-22";"зеленый";"";"https://star-tex.ru/media/items/14159940_Image.jpg"
"ФТР-2-3";"бежевый";"";"https://star-tex.ru/media/items/12723699_Image.jpg"
"ФТР-2-4";"красный";"";"https://star-tex.ru/media/items/12723792_Image.jpg"
"ФТР-2-5";"зеленый";"темно-зеленый";"https://star-tex.ru/media/items/17406381_Image.jpg"
"ФТР-2-6";"бордовый";"";"https://star-tex.ru/media/items/12723753_Image.jpg"
"ФТР-2-7";"синий";"васильковый";"https://star-tex.ru/media/items/12723779_Image.jpg"
"ФТР-2-8";"черный";"";"https://star-tex.ru/media/items/12723714_Image.jpg"
"ФТР-2-9";"белый";"";"https://star-tex.ru/media/items/12723740_Image.jpg"
"ФТР-3-1";"хаки";"";"https://star-tex.ru/media/items/original_hAqCQ8Q.jpg"
"ФТР-4-1";"белый";"";"https://star-tex.ru/media/items/17424600_Image.jpg"
"ФТР-6-1";"черный";"";"https://star-tex.ru/media/items/17424618_Image.jpg"
"ХЛО-1-1";"зеленый";"салатовый";"https://star-tex.ru/media/items/12869991_Image.jpg"
"ХЛО-1-10";"фиолетовый";"";"https://star-tex.ru/media/items/26_kip9OIg.jpg"
"ХЛО-1-11";"серый";"графитовый";"https://star-tex.ru/media/items/9639265_Image.jpg"
"ХЛО-1-12";"черный";"";"https://star-tex.ru/media/items/6_KoE9emJ.jpg"
"ХЛО-1-13";"белый";"";"https://star-tex.ru/media/items/51_0RexwPr.jpg"
"ХЛО-1-14";"бежевый";"";"https://star-tex.ru/media/items/12870004_Image.jpg"
"ХЛО-1-15";"голубой";"ярко-голубой";"https://star-tex.ru/media/items/9639273_Image.jpg"
"ХЛО-1-16";"зеленый";"";"https://star-tex.ru/media/items/5483690_Image.jpg"
"ХЛО-1-17";"бежевый";"песочный";"https://star-tex.ru/media/items/9639257_Image.jpg"
"ХЛО-1-18";"синий";"темно-синий";"https://star-tex.ru/media/items/35_FuvMjzk.jpg"
"ХЛО-1-19";"персиковый";"лососевый";"https://star-tex.ru/media/items/56_DQBnuZx.jpg"
"ХЛО-1-2";"голубой";"";"https://star-tex.ru/media/items/31_ZyQA86v.jpg"
"ХЛО-1-20";"синий";"электрик";"https://star-tex.ru/media/items/61_v5loxE1.jpg"
"ХЛО-1-21";"бирюзовый";"";"https://star-tex.ru/media/items/51_cMUSDf1.jpg"
"ХЛО-1-22";"синий";"васильковый";"https://star-tex.ru/media/items/15_nQSwKQY.jpg"
"ХЛО-1-23";"бордовый";"марсала";"https://star-tex.ru/media/items/1_JMV45CQ.jpg"
"ХЛО-1-24";"хаки";"";"https://star-tex.ru/media/items/11_sD7yKC5.jpg"
"ХЛО-1-25";"зеленый";"бриллиантовый зеленый";"https://star-tex.ru/media/items/16_83w6ZxA.jpg"
"ХЛО-1-26";"мятный";"";"https://star-tex.ru/media/items/21_YOyjCC5.jpg"
"ХЛО-1-27";"бежевый";"какао";"https://star-tex.ru/media/items/36_ztVl5gr.jpg"
"ХЛО-1-28";"серый";"";"https://star-tex.ru/media/items/41_vn56Jh5.jpg"
"ХЛО-1-29";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/46_f1QDi5u.jpg"
"ХЛО-1-30";"синий";"";"https://star-tex.ru/media/items/61_3aVDQvK.jpg"
"ХЛО-1-4";"сиреневый";"";"https://star-tex.ru/media/items/5483683_Image.jpg"
"ХЛО-1-5";"красный";"";"https://star-tex.ru/media/items/41_7VMAYCb.jpg"
"ХЛО-1-6";"мятный";"мятно-голубой";"https://star-tex.ru/media/items/5483704_Image.jpg"
"ХЛО-1-7";"желтый";"";"https://star-tex.ru/media/items/46_01R4vmJ.jpg"
"ХЛО-1-8";"зеленый";"морская волна";"https://star-tex.ru/media/items/66_4g3M2rJ.jpg"
"ХЛО-1-9";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/10074837_Image.jpg"
"ХЛО-2-1";"голубой";"снежно-голубой";"https://star-tex.ru/media/items/5520993_Image.jpg"
"ХЛО-2-10";"сиреневый";"серо-лиловый";"https://star-tex.ru/media/items/3970296_Image.jpg"
"ХЛО-2-11";"коралловый";"";"https://star-tex.ru/media/items/3970289_Image.jpg"
"ХЛО-2-12";"серый";"серо-бежевый";"https://star-tex.ru/media/items/15_X60KNWt.jpg"
"ХЛО-2-13";"красный";"";"https://star-tex.ru/media/items/33_KTF6ibM.jpg"
"ХЛО-2-14";"синий";"темно-синий";"https://star-tex.ru/media/items/73_ZpGST02.jpg"
"ХЛО-2-15";"бежевый";"";"https://star-tex.ru/media/items/8959407_Image.jpg"
"ХЛО-2-16";"зеленый";"малахит";"https://star-tex.ru/media/items/8959414_Image.jpg"
"ХЛО-2-17";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/28_7RUt2hP.jpg"
"ХЛО-2-18";"черный";"";"https://star-tex.ru/media/items/78_7Qf0ZaR.jpg"
"ХЛО-2-2";"оранжевый";"";"https://star-tex.ru/media/items/5521021_Image.jpg"
"ХЛО-2-3";"фуксия";"";"https://star-tex.ru/media/items/48_S5ix8Pe.jpg"
"ХЛО-2-4";"коричневый";"";"https://star-tex.ru/media/items/68_XJJvsZr.jpg"
"ХЛО-2-5";"голубой";"ярко-голубой";"https://star-tex.ru/media/items/53_xi78qUw.jpg"
"ХЛО-2-6";"фиолетовый";"";"https://star-tex.ru/media/items/63_sAdbC0A.jpg"
"ХЛО-2-7";"зеленый";"нефритовый";"https://star-tex.ru/media/items/43_hlli39n.jpg"
"ХЛО-2-8";"белый";"";"https://star-tex.ru/media/items/58_C3GITLx.jpg"
"ХЛО-2-9";"синий";"электрик";"https://star-tex.ru/media/items/38_v3aYqRa.jpg"
"ХЛО-3-1";"черный";"";"https://star-tex.ru/media/items/5483732_Image_4DMlN7f.jpg"
"ХЛО-3-10";"синий";"темно-синий";"https://star-tex.ru/media/items/5483711_Image_qNoF4Hf.jpg"
"ХЛО-3-11";"синий";"электрик";"https://star-tex.ru/media/items/9639281_Image_DzKwLP2.jpg"
"ХЛО-3-2";"белый";"";"https://star-tex.ru/media/items/6689297_Image_7qK6r6p.jpg"
"ХЛО-3-3";"бежевый";"";"https://star-tex.ru/media/items/19_1bgyahv.jpg"
"ХЛО-3-4";"красный";"";"https://star-tex.ru/media/items/14_rbDnkVQ.jpg"
"ХЛО-3-5";"синий";"васильковый";"https://star-tex.ru/media/items/9_x07AsiX.jpg"
"ХЛО-3-6";"голубой";"";"https://star-tex.ru/media/items/12870418_Image_bya6x52.jpg"
"ХЛО-3-7";"желтый";"";"https://star-tex.ru/media/items/4_Akjdb53.jpg"
"ХЛО-3-8";"мятный";"";"https://star-tex.ru/media/items/4_IaVNAp9.jpg"
"ХЛО-3-9";"розовый";"";"https://star-tex.ru/media/items/7_kYyMwVq.jpg"
"ХЛП-10-1";"мультиколор";"";"https://star-tex.ru/media/items/6837001_Image.jpg"
"ХЛП-10-2";"черно-белый";"черный";"https://star-tex.ru/media/items/25_Iky3VqE.jpg"
"ХЛП-13-1";"синий";"темно-синий";"https://star-tex.ru/media/items/9465429_Image.jpg"
"ХЛП-13-2";"черный";"";"https://star-tex.ru/media/items/9465436_Image.jpg"
"ХЛП-18-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/10167244_Image.jpg"
"ХЛП-18-2";"мультиколор";"черный";"https://star-tex.ru/media/items/33_Kxa6cwM.jpg"
"ХЛП-27-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/41_hKs51WJ.jpg"
"ХЛП-27-2";"мультиколор";"серо-синий";"https://star-tex.ru/media/items/46_jHvoJbO.jpg"
"ХЛП-32-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/12891967_Image.jpg"
"ХЛП-37-1";"мультиколор";"черный";"https://star-tex.ru/media/items/63_C6oEjHw.jpg"
"ХЛП-37-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/12995263_Image.jpg"
"ХЛП-4-1";"мультиколор";"джинсовый синий";"https://star-tex.ru/media/items/5673450_Image.jpg"
"ХЛП-4-2";"мультиколор";"красный";"https://star-tex.ru/media/items/62_EVQmObV.jpg"
"ХЛП-43-1";"мультиколор";"";"https://star-tex.ru/media/items/4_2l0Sxgp.jpg"
"ХЛП-44-1";"";"";"https://star-tex.ru/media/items/7_nPdGy0y.jpg"
"ХЛП-45-1";"мультиколор";"";"https://star-tex.ru/media/items/41_HSL5NPQ.jpg"
"ХЛП-46-1";"мультиколор";"";"https://star-tex.ru/media/items/16_tRS33us.jpg"
"ХЛП-47-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/13_2iFFdCe.jpg"
"ХЛП-48-1";"мультиколор";"";"https://star-tex.ru/media/items/37_Sx6T6XT.jpg"
"ХЛП-49-1";"мультиколор";"белый";"https://star-tex.ru/media/items/1_xnVqvBA.jpg"
"ХЛП-50-1";"мультиколор";"серый";"https://star-tex.ru/media/items/6_5lprFEQ.jpg"
"ХЛП-50-2";"мультиколор";"розовый";"https://star-tex.ru/media/items/11_QnPEBj7.jpg"
"ХЛП-51-1";"мультиколор";"";"https://star-tex.ru/media/items/1_9FvEKMK.jpg"
"ХЛП-52-1";"мультиколор";"";"https://star-tex.ru/media/items/20_uROfkgx.jpg"
"ХЛП-53-1";"мультиколор";"";"https://star-tex.ru/media/items/25_5Ru90Yr.jpg"
"ХЛП-54-1";"мультиколор";"";"https://star-tex.ru/media/items/31_cOVj4lp.jpg"
"ХЛП-55-1";"мультиколор";"";"https://star-tex.ru/media/items/36_ThaCyGv.jpg"
"ХЛП-56-1";"мультиколор";"";"https://star-tex.ru/media/items/46_KzXWIJ5.jpg"
"ХЛП-57-1";"мультиколор";"розовый";"https://star-tex.ru/media/items/51_JzhtC6V.jpg"
"ХЛП-58-1";"мультиколор";"";"https://star-tex.ru/media/items/56_d0aX6O7.jpg"
"ХЛП-59-1";"мультиколор";"";"https://star-tex.ru/media/items/65_SKgylx8.jpg"
"ХЛП-60-1";"мультиколор";"";"https://star-tex.ru/media/items/66_zwJ3JxJ.jpg"
"ХЛП-61-1";"мультиколор";"";"https://star-tex.ru/media/items/71_E75CBeB.jpg"
"ХЛП-62-1";"мультиколор";"кремовый";"https://star-tex.ru/media/items/8_Cw2CRfK.jpg"
"ХЛП-62-2";"мультиколор";"черный";"https://star-tex.ru/media/items/14_i4SSMlO.jpg"
"ХЛП-62-3";"мультиколор";"серый";"https://star-tex.ru/media/items/20_cxK6eMz.jpg"
"ХЛП-63-1";"мультиколор";"черный";"https://star-tex.ru/media/items/32_OV394VK.jpg"
"ХЛП-63-2";"мультиколор";"молочный";"https://star-tex.ru/media/items/38_mwavVNK.jpg"
"ХЛП-63-3";"мультиколор";"мятный";"https://star-tex.ru/media/items/26_iKN9e96.jpg"
"ХЛП-64-1";"мультиколор";"голубой";"https://star-tex.ru/media/items/26_NtkiHwt.jpg"
"ХЛП-64-2";"мультиколор";"черный";"https://star-tex.ru/media/items/32_2NZ4F2s.jpg"
"ХЛП-65-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/2_Wd09rp3.jpg"
"ХЛП-66-1";"мультиколор";"розовый";"https://star-tex.ru/media/items/7_dUCGq6d.jpg"
"ХЛП-66-2";"мультиколор";"синий";"https://star-tex.ru/media/items/14_ZIugFHZ.jpg"
"ХЛП-67-1";"мультиколор";"белый";"https://star-tex.ru/media/items/26_fevYpVF.jpg"
"ХЛП-67-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/36_s1VCbyx.jpg"
"ХЛП-68-1";"мультиколор";"бирюзовый";"https://star-tex.ru/media/items/38_INHjINQ.jpg"
"ХЛП-68-2";"мультиколор";"желтый";"https://star-tex.ru/media/items/44_3Hb0NMZ.jpg"
"ХЛП-69-1";"мультиколор";"серо-голубой";"https://star-tex.ru/media/items/49_UIFbPm8.jpg"
"ХЛП-69-2";"мультиколор";"светло-желтый";"https://star-tex.ru/media/items/54_kfoah1W.jpg"
"ХЛП-70-1";"мультиколор";"синий";"https://star-tex.ru/media/items/20_ZhOGma9.jpg"
"ХЛП-71-1";"мультиколор";"персиковый";"https://star-tex.ru/media/items/2_9If7aCY.jpg"
"ХЛП-71-2";"мультиколор";"серый";"https://star-tex.ru/media/items/8_VFUyzY4.jpg"
"ХЛП-71-3";"мультиколор";"белый";"https://star-tex.ru/media/items/14_zo7Vf5i.jpg"
"ХЛП-72-1";"мультиколор";"черный";"https://star-tex.ru/media/items/32_kZvkuy1.jpg"
"ХЛП-72-2";"мультиколор";"белый";"https://star-tex.ru/media/items/26_LZLqPR2.jpg"
"ХЛП-72-3";"мультиколор";"бежевый";"https://star-tex.ru/media/items/20_gF2qLOZ.jpg"
"ХЛП-73-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/49_kMDoyvV.jpg"
"ХЛП-73-2";"мультиколор";"бежевый";"https://star-tex.ru/media/items/38_6gfOtrd.jpg"
"ХЛП-73-3";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/43_wzVvPmW.jpg"
"ХЛП-74-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/67_TmLIRXz.jpg"
"ХЛП-74-2";"мультиколор";"серый";"https://star-tex.ru/media/items/55_x4K2nUW.jpg"
"ХЛП-74-3";"мультиколор";"синий";"https://star-tex.ru/media/items/61_518yABN.jpg"
"ХЛП-75-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/85_To0VdkE.jpg"
"ХЛП-75-2";"мультиколор";"голубой";"https://star-tex.ru/media/items/73_vOADFeg.jpg"
"ХЛП-75-3";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/79_kr0hiSV.jpg"
"ХЛП-76-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/91_4nx7gtI.jpg"
"ХЛП-76-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/97_KYUysV7.jpg"
"ХЛП-77-1";"мультиколор";"хаки";"https://star-tex.ru/media/items/41_lbdAQwG.jpg"
"ХЛП-78-1";"мультиколор";"";"https://star-tex.ru/media/items/46_HLWAY0f.jpg"
"ХЛП-79-1";"мультиколор";"";"https://star-tex.ru/media/items/51_ULdBBSc.jpg"
"ХЛП-80-1";"мультиколор";"синий";"https://star-tex.ru/media/items/56_XMaommK.jpg"
"ХЛП-82-1";"мультиколор";"лиловый";"https://star-tex.ru/media/items/61_NH4SWSt.jpg"
"ХЛП-83-1";"черно-белый";"";"https://star-tex.ru/media/items/66_f63Bzwe.jpg"
"ШКР-2-1";"синий";"сине-белый";"https://star-tex.ru/media/items/5367706_Image.jpg"
"ШКР-2-2";"черно-белый";"";"https://star-tex.ru/media/items/5367698_Image.jpg"
"ШКР-2-3";"белый";"бело-синий";"https://star-tex.ru/media/items/25_92hlYd0.jpg"
"ШКР-9-1";"черно-белый";"";"https://star-tex.ru/media/items/6_8xHka16.jpg"
"ШН-1-3";"серебристый";"";"https://star-tex.ru/media/items/8691891_Image.jpg"
"ШН-1-4";"коралловый";"";"https://star-tex.ru/media/items/6279575_Image.jpg"
"ШН-1-5";"красный";"";"https://star-tex.ru/media/items/14_beZ0GH5.jpg"
"ШН-1-6";"синий";"";"https://star-tex.ru/media/items/31_PlYaJhp.jpg"
"ШН-1-7";"фиолетовый";"";"https://star-tex.ru/media/items/39_Yn5Jy95.jpg"
"ШН-1-9";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/15_w4XOWLQ.jpg"
"ШО-2-1";"фиолетовый";"";"https://star-tex.ru/media/items/8357047_Image.jpg"
"ШО-2-10";"бирюзовый";"морская волна";"https://star-tex.ru/media/items/5751800_Image.jpg"
"ШО-2-11";"голубой";"";"https://star-tex.ru/media/items/5122575_Image.jpg"
"ШО-2-12";"зеленый";"бледно-зеленый";"https://star-tex.ru/media/items/5091983_Image.jpg"
"ШО-2-13";"коричневый";"";"https://star-tex.ru/media/items/4095-015-01.jpg"
"ШО-2-14";"";"перламутрово-розовый";"https://star-tex.ru/media/items/5754871_Image.jpg"
"ШО-2-15";"коралловый";"лососевый";"https://star-tex.ru/media/items/4095-005-01.jpg"
"ШО-2-16";"синий";"джинсовый синий";"https://star-tex.ru/media/items/8357033_Image.jpg"
"ШО-2-17";"красный";"";"https://star-tex.ru/media/items/5091955_Image.jpg"
"ШО-2-18";"белый";"";"https://star-tex.ru/media/items/4095-002-01.jpg"
"ШО-2-19";"фуксия";"";"https://star-tex.ru/media/items/4095-fyk-01.jpg"
"ШО-2-2";"желтый";"оливковый";"https://star-tex.ru/media/items/5091979_Image.jpg"
"ШО-2-20";"оранжевый";"терракотовый";"https://star-tex.ru/media/items/4095-012-01.jpg"
"ШО-2-21";"черный";"";"https://star-tex.ru/media/items/4095-001-01.jpg"
"ШО-2-22";"";"бежевый";"https://star-tex.ru/media/items/5754878_Image.jpg"
"ШО-2-23";"синий";"электрик";"https://star-tex.ru/media/items/5122576_Image.jpg"
"ШО-2-24";"серый";"";"https://star-tex.ru/media/items/5091935_Image.jpg"
"ШО-2-25";"синий";"темно-синий";"https://star-tex.ru/media/items/8357054_Image.jpg"
"ШО-2-26";"молочный";"";"https://star-tex.ru/media/items/4095-0022-01.jpg"
"ШО-2-27";"розовый";"";"https://star-tex.ru/media/items/4095-roz-01.jpg"
"ШО-2-3";"";"красно-оранжевый";"https://star-tex.ru/media/items/5091959_Image.jpg"
"ШО-2-4";"розовый";"";"https://star-tex.ru/media/items/5122574_Image.jpg"
"ШО-2-5";"";"";"https://star-tex.ru/media/items/5091919_Image.JPG"
"ШО-2-6";"";"";"https://star-tex.ru/media/items/5091975_Image.jpg"
"ШО-2-7";"";"";"https://star-tex.ru/media/items/5091947_Image.jpg"
"ШО-2-8";"зеленый";"";"https://star-tex.ru/media/items/5108711_Image.jpg"
"ШО-2-9";"сиреневый";"светло-сиреневый";"https://star-tex.ru/media/items/5091971_Image.jpg"
"ШО-3-1";"зеленый";"фисташковый";"https://star-tex.ru/media/items/5342842_Image.jpg"
"ШО-3-10";"бордовый";"";"https://star-tex.ru/media/items/6341994_Image.jpg"
"ШО-3-11";"синий";"светло-синий";"https://star-tex.ru/media/items/5342854_Image.jpg"
"ШО-3-12";"сиреневый";"";"https://star-tex.ru/media/items/6669-sir-01.jpg"
"ШО-3-13";"коралловый";"";"https://star-tex.ru/media/items/5342850_Image.jpg"
"ШО-3-14";"оранжевый";"";"https://star-tex.ru/media/items/6669-ora-02_U0zFQOz.jpg"
"ШО-3-15";"черный";"";"https://star-tex.ru/media/items/5342826_Image.jpg"
"ШО-3-16";"желтый";"";"https://star-tex.ru/media/items/5342866_Image.jpg"
"ШО-3-17";"молочный";"";"https://star-tex.ru/media/items/7055838_Image.jpg"
"ШО-3-18";"коричневый";"песочный";"https://star-tex.ru/media/items/5342806_Image.jpg"
"ШО-3-19";"";"телесно-желтый";"https://star-tex.ru/media/items/6341987_Image.jpg"
"ШО-3-2";"оранжевый";"светло-оранжевый";"https://star-tex.ru/media/items/5342834_Image.jpg"
"ШО-3-20";"оранжевый";"пыльно-оранжевый";"https://star-tex.ru/media/items/5342814_Image.jpg"
"ШО-3-21";"белый";"";"https://star-tex.ru/media/items/6669-bel-01.jpg"
"ШО-3-22";"серый";"";"https://star-tex.ru/media/items/6669-ser-01_APPf5Ic.jpg"
"ШО-3-23";"фуксия";"";"https://star-tex.ru/media/items/5342794_Image.jpg"
"ШО-3-24";"зеленый";"";"https://star-tex.ru/media/items/5342862_Image.jpg"
"ШО-3-25";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/5342810_Image.jpg"
"ШО-3-3";"голубой";"";"https://star-tex.ru/media/items/7055846_Image.jpg"
"ШО-3-4";"бежевый";"телесный";"https://star-tex.ru/media/items/5342846_Image.jpg"
"ШО-3-5";"красный";"";"https://star-tex.ru/media/items/5342838_Image.jpg"
"ШО-3-6";"синий";"чернильный";"https://star-tex.ru/media/items/5342798_Image.jpg"
"ШО-3-7";"";"электрик";"https://star-tex.ru/media/items/5342802_Image.jpg"
"ШО-37-1";"желтый";"";"https://star-tex.ru/media/items/01_0RQG5dT.jpg"
"ШО-37-10";"бежевый";"песочный";"https://star-tex.ru/media/items/bej01_IJPXKr9.jpg"
"ШО-37-11";"белый";"";"https://star-tex.ru/media/items/bel01_K1hM2FE.jpg"
"ШО-37-12";"синий";"электрик";"https://star-tex.ru/media/items/elec01_eHOgYXP.jpg"
"ШО-37-13";"голубой";"темно-голубой";"https://star-tex.ru/media/items/jgol01_EBtiThr.jpg"
"ШО-37-14";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/jroz01_MVUGzZB.jpg"
"ШО-37-15";"коричневый";"горький шоколад";"https://star-tex.ru/media/items/kor01_a9xLcNH.jpg"
"ШО-37-16";"коралловый";"розово-коралловый";"https://star-tex.ru/media/items/korall01.jpg"
"ШО-37-17";"красный";"";"https://star-tex.ru/media/items/krs01.jpg"
"ШО-37-18";"бордовый";"";"https://star-tex.ru/media/items/mars01_pGI9aj6.jpg"
"ШО-37-19";"мятный";"мятный";"https://star-tex.ru/media/items/mint01_N2yNC5j.jpg"
"ШО-37-2";"бирюзовый";"бирюзово-голубой";"https://star-tex.ru/media/items/bir01_VVkI1RR.jpg"
"ШО-37-20";"молочный";"";"https://star-tex.ru/media/items/mol01_XamRVuJ.jpg"
"ШО-37-21";"бирюзовый";"колотый лед";"https://star-tex.ru/media/items/nezgol01.jpg"
"ШО-37-22";"персиковый";"абрикосовый";"https://star-tex.ru/media/items/npers01.jpg"
"ШО-37-23";"розовый";"";"https://star-tex.ru/media/items/nroz01.jpg"
"ШО-37-24";"коралловый";"коралловый";"https://star-tex.ru/media/items/pers01_HiRzmTd.jpg"
"ШО-37-25";"серый";"";"https://star-tex.ru/media/items/ser01_x2eLCgv.jpg"
"ШО-37-26";"серый";"серо-голубой";"https://star-tex.ru/media/items/sergol01.jpg"
"ШО-37-27";"сиреневый";"";"https://star-tex.ru/media/items/sir01_s6lI9UQ.jpg"
"ШО-37-28";"бирюзовый";"";"https://star-tex.ru/media/items/zbir01.jpg"
"ШО-37-29";"фиолетовый";"темно-фиолетовый";"https://star-tex.ru/media/items/fio01_dK3JACq.jpg"
"ШО-37-3";"зеленый";"оливковый";"https://star-tex.ru/media/items/bzel01.jpg"
"ШО-37-30";"зеленый";"изумрудный";"https://star-tex.ru/media/items/izy01_l65jLlE.jpg"
"ШО-37-31";"голубой";"небесно-голубой";"https://star-tex.ru/media/items/nebgol01.jpg"
"ШО-37-32";"голубой";"нежно-голубой";"https://star-tex.ru/media/items/sngol01.jpg"
"ШО-37-33";"зеленый";"";"https://star-tex.ru/media/items/zel01_7x5UlHu.jpg"
"ШО-37-34";"розовый";"нежно-розовый";"https://star-tex.ru/media/items/sproz01.jpg"
"ШО-37-35";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/10_7yBJ5JN.jpg"
"ШО-37-36";"голубой";"светло-голубой";"https://star-tex.ru/media/items/22_ILDLyd9.jpg"
"ШО-37-37";"красный";"алый";"https://star-tex.ru/media/items/18_MyOycyo.jpg"
"ШО-37-38";"персиковый";"персиково-розовый";"https://star-tex.ru/media/items/26_fph7I70.jpg"
"ШО-37-39";"серый";"светло-серый";"https://star-tex.ru/media/items/30_wm4Efzb.jpg"
"ШО-37-4";"черный";"";"https://star-tex.ru/media/items/cher01_dZu9LHm.jpg"
"ШО-37-40";"бежевый";"телесный";"https://star-tex.ru/media/items/34_ocnNKEG.jpg"
"ШО-37-41";"бежевый";"золотисто-бежевый";"https://star-tex.ru/media/items/original (2).jpg"
"ШО-37-42";"оранжевый";"";"https://star-tex.ru/media/items/original (5)_JH5FZxB.jpg"
"ШО-37-43";"зеленый";"салатовый";"https://star-tex.ru/media/items/original (8)_8H9hlKM.jpg"
"ШО-37-46";"";"бирюзово-зеленый";"https://star-tex.ru/media/items/original_TNKpkUt.jpg"
